<bound method CustomLoss2.__name__ of CustomLoss2()>,iou_score
0.5966514547665913,0.2890343599849277
0.5402831567658318,0.4081317318810357
0.4913848638534546,0.5331951843367683
0.45228024323781335,0.6323976980315313
0.423991643720203,0.6737181610531278
0.407976938618554,0.7008756664064195
0.3841578463713328,0.7456283900472853
0.37079822685983443,0.757683965894911
0.3605002760887146,0.7730100022421944
0.34227924214469063,0.7924955288569132
0.3337402906682756,0.7957007421387566
0.32651267117924165,0.8012922141287062
0.30898978975084096,0.8226514127519395
0.30734482407569885,0.8119982878367106
0.29237735602590775,0.8228353725539314
0.290296087662379,0.8188891410827637
0.284810377491845,0.8216556641790602
0.2731807496812608,0.831697146097819
0.26862961716122097,0.8358666830592685
0.27351994315783185,0.810506542523702
0.26437172624799943,0.8300233350859748
0.25449225306510925,0.8397110038333468
0.25649044745498234,0.8274990187750922
0.2503865626123216,0.8291973537868924
0.24437089264392853,0.8358639611138238
0.2374030219184028,0.8428252405590482
0.23634146650632223,0.8391846881972419
0.22808569338586596,0.8493532008594937
0.22795637614197203,0.8422196706136068
0.22047594851917687,0.851952870686849
0.21988410585456425,0.8513901631037394
0.21279585527049172,0.856164640850491
0.20775469972027671,0.8583565884166293
0.2118452853626675,0.8442381487952338
0.20468264818191528,0.8545762962765164
0.20130545232031077,0.8537778655687968
0.19668414526515537,0.8576375775867038
0.20044292840692732,0.8484079837799072
0.19673278596666124,0.8498866359392802
0.1953856117195553,0.8502921462059021
0.19555482930607265,0.8431489798757765
0.18307919965849984,0.8614052732785543
0.1850629084640079,0.8562487496270074
0.18431026571326786,0.8560025956895616
0.1843204696973165,0.8540425896644592
0.17019817895359463,0.8669344716601902
0.1857348018222385,0.8446165720621744
0.1708871109618081,0.8639571070671082
0.1718928317228953,0.8566706246799893
0.1715639697180854,0.858275744650099
