<bound method CustomLoss2.__name__ of CustomLoss2()>,iou_score
0.6267816755506728,0.39900017778078717
0.5626417199770609,0.5113486448923746
0.5211492578188578,0.575082388189104
0.4885050290160709,0.6153260933028328
0.4640225933657752,0.6559410889943441
0.44001884592903984,0.6839696566263834
0.41998857590887284,0.7054071095254686
0.39985443486107725,0.7370153135723538
0.3902781307697296,0.7369825707541572
0.37850219673580593,0.750643875863817
0.36380232373873395,0.7625966734356351
0.3519151475694444,0.7810709145334032
0.3423487212922838,0.7960072159767151
0.33380598492092556,0.7992867959870233
0.324348015917672,0.8071902394294739
0.32115367717213095,0.8184749152925279
0.3046484026643965,0.8282627993159823
0.3009378843837314,0.8276394208272299
0.2994457450177934,0.821798841158549
0.2929360999001397,0.8255390061272515
0.2829125026861827,0.8317879305945501
0.2786843346224891,0.8344499468803405
0.2705281774202983,0.8396019869380527
0.26705770360098946,0.8387156460020277
0.2516636103391648,0.8602125578456455
0.25116952425903744,0.8532535367541842
0.25216734906037647,0.8439755505985683
0.2476669036679798,0.8401652177174886
0.23437182108561194,0.8559752835167779
0.24155272046724957,0.8421775698661804
0.23405555884043372,0.8499197761217753
0.22962662743197548,0.8528528412183126
0.2266567498445511,0.8511673079596626
0.22331965631908837,0.8517237769232856
0.2183434267838796,0.8565428919262357
0.21626101268662346,0.8555669188499451
0.21556543972757128,0.8514641655815972
0.21382403704855177,0.8547348976135254
0.2155120207203759,0.8498598800765144
0.20329189797242483,0.8580056428909301
0.20600522889031303,0.8543537192874484
0.20621128214730156,0.8508082297113208
0.20042450394895342,0.855813655588362
0.1976754731602139,0.8558738231658936
0.19547083642747667,0.8612841566403707
0.19093611174159583,0.8624133202764723
0.18702577385637498,0.8671277231640286
0.20059912568993038,0.8475906848907471
0.19457305636670852,0.8505759504106309
0.1815636091762119,0.8694267074267069
